nombre,img_url,familia,sinonimos,habito,origen,distribuicion,rango,paiseslimitrofes,nombre_comun,notas
Nassella pungens E. Desv.,-,Poaceae,"Nassella humilis Phil., Nassella johnstonii Parodi",Hierba perenne,Endémica,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Metropolitana (RME)",5-1000 m.,-,-,-
Nassella rupestris (Phil.) Torres,http://catalogoplantas.udec.cl/sites/default/files/1157_1.jpg,Poaceae,Stipa rupestris Phil.,Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT)",3200-4600 m.,Argentina y Bolivia,-,-
Nassella tenuis (Phil.) Barkworth,http://catalogoplantas.udec.cl/sites/default/files/1158_1.jpg,Poaceae,Stipa tenuis Phil.,Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Biobío (BIO), Araucanía (ARA)",-,Argentina,-,-
Nicoraepoa andina (Trin.) Soreng & L.J. Gillespie,http://catalogoplantas.udec.cl/sites/default/files/1159_1.jpg,Poaceae,"Poa andina Trin., Deschampsia latifolia Phil., Poa aristata Phil., Poa acrochaeta Hack.",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",935-2600 m.,Argentina,-,-
Nicoraepoa chonotica (Phil.) Soreng & L.J. Gillespie,-,Poaceae,"Poa chonotica Phil., Poa latifolia Phil., Poa robusta Phil., Poa borchersii Phil., Poa chubutensis Speg., Poa berningeri Pilg.",Hierba perenne,Nativa,"Ñuble (NUB), Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",10-2700 m.,Argentina,-,-
Nicoraepoa pugionifolia (Speg.) Soreng & L.J. Gillespie,http://catalogoplantas.udec.cl/sites/default/files/1161_1.jpg,Poaceae,"Poa pugionifolia Speg., Poa acutissima Pilg.",Hierba perenne,Nativa,Magallanes (MAG),600-850 m.,Argentina,-,-
Nicoraepoa robusta (Steud.) Soreng & L.J. Gillespie,http://catalogoplantas.udec.cl/sites/default/files/1162_1.jpg,Poaceae,"Poa robusta Steud., Festuca arenaria Lam., Poa arenicola St.-Ives",Hierba perenne,Nativa,"Aysén (AIS), Magallanes (MAG)",5-95 m.,Argentina,-,-
Nicoraepoa subenervis (Hack.) Soreng & L.J. Gillespie subsp. spegazziniana (Nicora) Soreng & L.J. Gillespie,http://catalogoplantas.udec.cl/sites/default/files/1163_1.jpg,Poaceae,"Poa spegazziniana Parodi, Poa subenervis Hack. var. spegazziniana Nicora",Hierba perenne,Nativa,"Metropolitana (RME), O'Higgins (LBO)",2390-2600 m.,Argentina,-,-
Nicoraepoa subenervis (Hack.) Soreng & L.J. Gillespie subsp. subenervis,http://catalogoplantas.udec.cl/sites/default/files/1164_1.jpg,Poaceae,Poa subenervis Hack.,Hierba perenne,Nativa,"Metropolitana (RME), Magallanes (MAG)",720-900 m.,Argentina,-,-
Ortachne breviseta Hitchc.,http://catalogoplantas.udec.cl/sites/default/files/1165_1.jpg,Poaceae,"Stipa breviseta (Hitchc.) Martic. & Quezada, nom. illeg., Stipa yatesensis Martic. & Quezada",Hierba perenne,Nativa,"Los Ríos (LRI), Los Lagos (LLA)",1200-1700 m.,Argentina,-,-
Ortachne rariflora (Hook.f.) Hughes,http://catalogoplantas.udec.cl/sites/default/files/1166_1.jpg,Poaceae,"Muhlenbergia rariflora Hook.f., Ortachne retorta Nees ex Steud., Stipa rariflora (Hook.f.) Benth., Stipa retorta (Nees ex Steud.) Mez",Hierba perenne,Nativa,"Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",15-1300 m.,Argentina,-,-
Oryza sativa L.,-,Poaceae,"",Hierba anual,Introducida,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",-,-,-,-
Panicum capillare L.,-,Poaceae,"",Hierba anual,Introducida,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",-,-,-,-
Panicum dichotomiflorum Michx.,-,Poaceae,"",Hierba anual,Introducida,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",-,-,-,-
Panicum miliaceum L.,-,Poaceae,"",Hierba anual,Introducida,"Ñuble (NUB), Biobío (BIO)",-,-,-,-
Panicum racemosum (P. Beauv.) Spreng.,-,Poaceae,Monachne racemosa P. Beauv.,Hierba perenne,Nativa,"Maule (MAU), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",5-35 m.,Argentina,-,-
Panicum urvilleanum Kunth,http://catalogoplantas.udec.cl/sites/default/files/1172_1.jpg,Poaceae,"Monachne urvilleana (Kunth) Herter, Panicum reversipilum Steud., Panicum urvillianum Brongn.",Hierba perenne,Nativa,"O'Higgins (LBO), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",5-140 m.,Argentina,-,-
Pappostipa atacamensis (Parodi) Romasch.,http://catalogoplantas.udec.cl/sites/default/files/1173_1.jpg,Poaceae,"Stipa atacamensis Parodi, Jarava atacamensis (Parodi) Peñail.",Hierba perenne,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Metropolitana (RME)",1900-4380 m.,Argentina,-,-
Pappostipa chrysophylla (E. Desv.) Romasch.,http://catalogoplantas.udec.cl/sites/default/files/1174_1.jpg,Poaceae,"Stipa chrysophylla E. Desv., Stipa chrysophylla E. Desv. var. major E. Desv., Stipa humilis Cav. fma. chrysophylla (E. Desv.) Kuntze, Stipa speciosa Trin. & Rupr. subsp. chrysophylla (E. Desv.) Dusén, Jarava chrysophylla (E. Desv.) Peñail., Stipa chrysophylla E. Desv. var. minor E. Desv.",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU)",470-4290 m.,Argentina,-,-
Pappostipa frigida (Phil.) Romasch.,http://catalogoplantas.udec.cl/sites/default/files/1175_1.jpg,Poaceae,"Stipa frigida Phil., Jarava frigida (Phil.) F. Rojas",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Metropolitana (RME), Maule (MAU)",50-5000 m.,Argentina y Bolivia,pasto vicuña,-
Pappostipa humilis (Cav.) Romasch.,http://catalogoplantas.udec.cl/sites/default/files/1176_1.jpg,Poaceae,"Stipa humilis Cav., Jarava humilis (Cav.) Peñail.",Hierba perenne,Nativa,"Aysén (AIS), Magallanes (MAG)",15-800 m.,Argentina,"Coirón, coirón amargo",-
Pappostipa ibarii (Phil.) Romasch.,http://catalogoplantas.udec.cl/sites/default/files/1177_1.jpg,Poaceae,"Stipa ibarii Phil., Jarava ibarii (Phil.) Peñail.",Hierba perenne,Nativa,Magallanes (MAG),100-900 m.,Argentina,Coirón enano,-
Pappostipa nana (Speg.) Romasch.,-,Poaceae,"Stipa nana Speg., Jarava nana (Speg.) Peñail.",Hierba perenne,Nativa,Aysén (AIS),400-400 m.,Argentina,-,-
Pappostipa speciosa (Trin. & Rupr.) Romasch.,-,Poaceae,"Stipa speciosa Trin. & Rupr., Stipa humilis Cav. var. speciosa (Trin. & Rupr.) Kuntze, Achnatherum speciosum (Trin. & Rupr.) Barkworth",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Aysén (AIS), Magallanes (MAG)",5-4120 m.,Argentina y Bolivia,Pajonal,-
Pappostipa vaginata (Phil.) Romasch.,http://catalogoplantas.udec.cl/sites/default/files/1180_1.jpg,Poaceae,"Stipa vaginata Phil., Jarava vaginata (Phil.) F. Rojas",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME)",1100-4300 m.,Argentina y Bolivia,-,-
Parapholis incurva (L.) C.E. Hubb.,-,Poaceae,"",Hierba anual,Introducida,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Biobío (BIO)",-,-,-,-
Parapholis strigosa (Dumort.) C.E. Hubb.,-,Poaceae,"",Hierba anual,Introducida,"Biobío (BIO), Araucanía (ARA), Los Lagos (LLA)",-,-,-,-
Paspalum chilense Catanzaro & G.H. Rua,-,Poaceae,"",Hierba perenne,Endémica,"Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",-,-,-,-
Paspalum conjugatum P. J. Berg.,-,Poaceae,"",Hierba perenne,Introducida,Rapa Nui (IPA),-,-,-,-
Paspalum dasypleurum Kuntze ex E. Desv.,http://catalogoplantas.udec.cl/sites/default/files/1185_1.jpg,Poaceae,"Paspalum cumingii Nees ex Steud., Paspalum pachyrrhizum Steud., Paspalum paradisiacum Steud.",Hierba perenne,Nativa,"Atacama (ATA), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Juan Fernández (JFE)",5-1200 m.,Argentina,Chépica,Introducida en el Archipiélago de Juan Fernández
Paspalum dilatatum Poir. ex Lam.,http://catalogoplantas.udec.cl/sites/default/files/1186_1.jpg,Poaceae,"",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Rapa Nui (IPA)",30-1000 m.,Argentina y Bolivia,Chépica gigante,Introducida en Rapa Nui (Isla de Pascua)
Paspalum distichum L.,-,Poaceae,"",Hierba perenne,Introducida,"Arica y Parinacota (AYP), Antofagasta (ANT), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Juan Fernández (JFE)",-,-,-,-
Paspalum forsterianum Flüggé,-,Poaceae,"",Hierba perenne,Endémica,Rapa Nui (IPA),-,-,Herike hare (Rapa Nui),-
Paspalum minus E. Fourn.,http://catalogoplantas.udec.cl/sites/default/files/1189_1.jpg,Poaceae,"",Hierba perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI)",160-220 m.,"Argentina, Bolivia y Perú",-,-
Paspalum notatum Flüggé var. saurae Parodi,-,Poaceae,"",Hierba perenne,Nativa,Rapa Nui (IPA),-,"Argentina, Bolivia y Perú",-,-
Paspalum orbiculare G. Forst.,-,Poaceae,"",Hierba perenne,Introducida,Rapa Nui (IPA),25-100 m.,-,-,-
Paspalum plicatulum Michx.,-,Poaceae,"",Hierba perenne,Nativa,Maule (MAU),1000-1000 m.,"Argentina, Bolivia y Perú",-,-
Paspalum urvillei Steud.,http://catalogoplantas.udec.cl/sites/default/files/1193_1.jpg,Poaceae,"",Hierba perenne,Nativa,"Coquimbo (COQ), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",10-1500 m.,Argentina y Bolivia,-,-
Paspalum vaginatum Sw.,http://catalogoplantas.udec.cl/sites/default/files/1194_1.jpg,Poaceae,Paspalum gayanum E. Desv.,Hierba perenne,Nativa,"Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",20-2000 m.,"Argentina, Bolivia y Perú",Chépica,-
Phalaris amethystina Trin.,-,Poaceae,"Phalaris berteroniana Steud., Phalaris robinsoniana Nees ex Steud., Phalaris colchaguensis Phil., Phalaridanta robinsoniana (Steud.) St.-Lég.",Hierba anual,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Juan Fernández (JFE)",40-1000 m.,-,-,Introducida en el Archipiélago de Juan Fernández
Phalaris angusta Nees ex Trin.,http://catalogoplantas.udec.cl/sites/default/files/1196_1.jpg,Poaceae,Phalaris chilensis J. Presl.,Hierba anual,Nativa,"Valparaíso (VAL), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Juan Fernández (JFE)",10-175 m.,"Argentina, Bolivia y Perú",-,Introducida en el Archipiélago de Juan Fernández
Phalaris aquatica L.,-,Poaceae,"",Hierba perenne,Introducida,"Arica y Parinacota (AYP), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Magallanes (MAG)",-,-,-,-
Phalaris arundinacea L.,-,Poaceae,"",Hierba anual,Introducida,"Los Lagos (LLA), Magallanes (MAG)",-,-,-,-
Phalaris canariensis L.,-,Poaceae,"",Hierba anual,Introducida,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Magallanes (MAG)",-,-,-,-
Phalaris caroliniana Walter,-,Poaceae,"",Hierba anual,Introducida,Valparaíso (VAL),-,-,-,-
Phalaris coerulescens Desf.,-,Poaceae,"",Hierba perenne,Introducida,Biobío (BIO),-,-,-,-
Phalaris minor Retz.,-,Poaceae,"",Hierba anual,Introducida,"Coquimbo (COQ), Biobío (BIO)",-,-,-,-
Phalaris paradoxa L.,-,Poaceae,"",Hierba anual,Introducida,O'Higgins (LBO),-,-,-,-
Phleum alpinum L.,-,Poaceae,"",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",10-3500 m.,Argentina,-,-
Phleum pratense L.,-,Poaceae,"",Hierba perenne,Introducida,"Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",-,-,-,-
Phragmites australis (Cav.) Trin. ex Steud.,http://catalogoplantas.udec.cl/sites/default/files/1206_1.jpg,Poaceae,"Arundo australis Cav., Phragmites communis Trin., Phragmites phragmites (L.) H. Karst., Phragmites phragmites (L.) Speg., Phtagmites dioicus Hack. ex Hicken, Phragmites dioica Hack. ex Conert",Hierba perenne,Introducida,"Tarapacá (TAR), Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",5-2390 m.,-,Carrizo,-
Piptatherum miliaceum (L.) Coss.,-,Poaceae,"",Hierba perenne,Introducida,"Valparaíso (VAL), Metropolitana (RME), Magallanes (MAG)",-,-,-,-
Piptochaetium angolense Phil.,-,Poaceae,"",Hierba perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",10-740 m.,-,-,-
Piptochaetium bicolor (Vahl) E. Desv.,http://catalogoplantas.udec.cl/sites/default/files/1209_1.jpg,Poaceae,"Stipa bicolor Vahl, Stipa megalantha Steud.",Hierba perenne,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Juan Fernández (JFE)",10-1100 m.,Argentina,-,-
Piptochaetium depressum (Steud.) C. Peña,-,Poaceae,"Urachne depressa Steud., Piptochaetium verrucosum Phil., Piptochaetium humile Phil., Piptochaetium granulatum Phil., Piptochaetium moelleri Phil.",Hierba perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",0-1500 m.,-,-,-
"Piptochaetium fuscum (Nees ex Steud.) Barkworth, Cialdella & Gandhi",-,Poaceae,"Urachne fusca Steud., Piptochaetium purpuratum Phil., Piptochaetium pallidum Phil. ex Griseb., Piptochaetium macrocarpum Phil., Piptochaetium setosum (Trin.) Arechav.",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",10-1100 m.,-,-,-
Piptochaetium hirtum Phil.,-,Poaceae,Piptochaetium brevifolium Phil.,Hierba perenne,Nativa,"Metropolitana (RME), O'Higgins (LBO)",600-800 m.,Argentina,-,-
Piptochaetium montevidense (Spreng.) Parodi,-,Poaceae,"Caryochloa montevidensis Spreng., Piptochaetium tuberculatum E. Desv., Oryzopsis tuberculata (E. Desv.) Speg., Urachne depressa Steud., Piptochaetium verrucosum Phil., Oryzopsis verruculosa (Phil.) Speg., Oryzopsis verrucosa (Phil.) Speg., Piptochaetium humile Phil., Piptochetium moelleri Phil.",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",5-1500 m.,"Argentina, Bolivia y Perú",-,-
Piptochaetium panicoides (Lam.) E. Desv.,http://catalogoplantas.udec.cl/sites/default/files/1214_1.jpg,Poaceae,"Stipa panicoides Lam., Piptochaetium subnudum Phil.",Hierba perenne,Nativa,"Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",15-1400 m.,"Argentina, Bolivia y Perú",-,-
Piptochaetium stipoides (Trin. & Rupr.) Hack.,-,Poaceae,"Urachne stipoides Trin. & Rupr., Piptochaetium cuspidatum Phil.",Hierba perenne,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",10-300 m.,Argentina,-,-
Poa acinaciphylla E. Desv.,-,Poaceae,Poa villaroellii Phil.,Hierba perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME)",2500-3700 m.,-,-,-
Poa alopecurus (Gaudich. ex Mirb.) Kunth subsp. alopecurus,http://catalogoplantas.udec.cl/sites/default/files/1217_1.jpg,Poaceae,Arundo alopecurus Gaudich.,Hierba perenne,Nativa,"Araucanía (ARA), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",20-1080 m.,Argentina,-,-
Poa alopecurus (Gaudich. ex Mirb.) Kunth subsp. fuegiana (Hook.f.) D.M. Moore & Dogg.,http://catalogoplantas.udec.cl/sites/default/files/1218_1.jpg,Poaceae,"Festuca fuegiana Hook.f., Poa fuegiana (Hook.f.) Hack., Festuca fuegiana Hook.f. var. vivipara Hook., Aira superbiens Steud., Poa superbiens (Steud.) Hauman & Parodi, Deyeuxia vivipara Phil., Festuca pogonantha Franch., Poa pogonantha (Franch.) Parodi, Poa fuegiana (Hook.f.) Hack. var. involucrata Hack., Poa commersonii Franch.",Hierba perenne,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",3-1300 m.,Argentina,-,-
Poa alopecurus (Gaudich. ex Mirb.) Kunth subsp. shuka (Speg.) Giussani & Soreng,-,Poaceae,"Festuca shuka Speg., Poa shuka (Speg.) Parodi",Hierba perenne,Nativa,Magallanes (MAG),1-550 m.,Argentina,-,-
Poa androgyna Hack.,http://catalogoplantas.udec.cl/sites/default/files/1220_1.jpg,Poaceae,"",Hierba perenne,Nativa,Arica y Parinacota (AYP),3400-4156 m.,Bolivia,-,-
Poa annua L.,-,Poaceae,"",Hierba anual,Introducida,"Tarapacá (TAR), Antofagasta (ANT), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG), Juan Fernández (JFE), Rapa Nui (IPA)",-,-,-,-
Poa atropidiformis Hack.,http://catalogoplantas.udec.cl/sites/default/files/1222_1.jpg,Poaceae,Dissanthelium atropidiforme (Hack.) Soreng,Hierba perenne,Nativa,Magallanes (MAG),3-1300 m.,Argentina,-,-
Poa bonariensis (Lam.) Kunth,http://catalogoplantas.udec.cl/sites/default/files/1223_1.jpg,Poaceae,"Festuca bonariensis Lam., Schenodorus bonariensis (Lam.) Roem. & Schult.",Hierba perenne,Nativa,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Lagos (LLA), Magallanes (MAG)",10-1400 m.,Argentina y Bolivia,-,-
Poa bulbosa L. subsp. bulbosa,-,Poaceae,"",Hierba perenne,Introducida,Magallanes (MAG),-,-,-,-
Poa bulbosa L. subsp. vivipara (Koeler) Arcang.,-,Poaceae,"",Hierba perenne,Introducida,Magallanes (MAG),-,-,-,-
Poa compressa L.,-,Poaceae,"",Hierba perenne,Introducida,"Araucanía (ARA), Los Lagos (LLA), Magallanes (MAG)",-,-,-,-
Poa cumingii Trin.,http://catalogoplantas.udec.cl/sites/default/files/1227_1.jpg,Poaceae,"Distichlis ammobia Phil., Distichlis volkmannii Phil., Poa conformis Nees ex Steud., Poa curva Nees ex Steud., Poa dialystostachya Phil., Poa phalaroides Nees ex Steud., Poa stachyodes Phil.",Hierba perenne,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",3-350 m.,-,-,-
Poa darwiniana Parodi,http://catalogoplantas.udec.cl/sites/default/files/1228_1.jpg,Poaceae,"",Hierba perenne,Nativa,Magallanes (MAG),1 m.,Argentina,-,-
Poa denudata Steud.,http://catalogoplantas.udec.cl/sites/default/files/1229_1.jpg,Poaceae,"Koeleria rigidula Steud., Trisetum rigidulum (Steud.) Domin, Poa vaginiflora Steud., Poa vaginifolia Steud. ex Lechler, Poa vaginiformis Steud. ex fma. Phil., Poa chiloensis Phil., Poa fonckii Phil., Poa araucana Phil., Poa eligulata Hack.",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",1-2750 m.,Argentina,-,-
Poa flabellata (Lam.) Raspail,http://catalogoplantas.udec.cl/sites/default/files/1230_1.jpg,Poaceae,"Festuca flabellata Lam., Poa flabellata Hook.f., Parodiochloa flabellata (Lam.) C.E. Hubb.",Hierba perenne,Nativa,Magallanes (MAG),1-100 m.,Argentina,-,-
Poa gayana E. Desv.,-,Poaceae,"",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB)",470-3400 m.,Argentina,-,-
Poa glauca Vahl,-,Poaceae,"",Hierba perenne,Introducida,"Aysén (AIS), Magallanes (MAG)",-,-,-,-
Poa gymnantha Pilg.,http://catalogoplantas.udec.cl/sites/default/files/1233_1.jpg,Poaceae,"",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR)",4250-4720 m.,"Argentina, Bolivia y Perú",-,-
Poa hachadoensis Nicora var. hachadoensis,-,Poaceae,"",Hierba perenne,Nativa,"Biobío (BIO), Araucanía (ARA)",1284-1430 m.,Argentina,-,-
Poa hachadoensis Nicora var. pilosa Nicora,-,Poaceae,"",Hierba perenne,Nativa,"O'Higgins (LBO), Araucanía (ARA)",980-2150 m.,Argentina,-,-
Poa holciformis J. Presl,http://catalogoplantas.udec.cl/sites/default/files/1236_1.jpg,Poaceae,"Koeleria poaeoides Nees ex Steud., Festuca elliotii Hack., Poa chilensis Trin., Poa chilensis Trin. var. robustior Phil.",Hierba perenne,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",1200-3800 m.,Argentina,-,-
Poa humillima Pilg.,-,Poaceae,Poa humillima Pilg. var. exserta Hack. ex Buchtien,Hierba perenne,Nativa,"Arica y Parinacota (AYP), Antofagasta (ANT)",4500-4925 m.,"Argentina, Bolivia y Perú",-,-
Poa infirma Kunth,-,Poaceae,"",Hierba anual,Introducida,"Valparaíso (VAL), Metropolitana (RME)",-,-,-,-
Poa kurtzii R.E. Fr.,http://catalogoplantas.udec.cl/sites/default/files/1239_1.jpg,Poaceae,"",Hierba perenne,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR)",4000-4680 m.,"Argentina, Bolivia y Perú",-,-
