nombre,large_img_url,tiny_img_url,familia,sinonimos,habito,origen,distribuicion,rango,paiseslimitrofes,nombre_comun,notas
Gaultheria tenuifolia (Phil.) Sleumer,http://catalogoplantas.udec.cl/sites/default/files/3499_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3499_1.jpg?itok=bB0AMerf,Ericaceae,"Pernettya elegans Phil., Pernettya reticulata Phil., Pernettya tenuifolia Phil., Gaultheria tenuifolia (Phil.) Sleumer var. elegans (Phil.) Kausel, Pernettya promaucana Phil., Gaultheria elegans (Phil.) Reiche, Gaultheria salicifolia Phil., Gaultheria tenuifolia (Phil.) Sleumer var. promaucana (Phil.) Kausel",Arbusto,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",500-1000 m.,Argentina,-,-
Lebetanthus myrsinites (Lam.) Dusén,http://catalogoplantas.udec.cl/sites/default/files/3500_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3500_1.jpg?itok=oDFnwUwx,Ericaceae,"Prionotes americana Hook., Lebetanthus americanus (Hook.) Endl., Jacquinotia myrsinites Hombr. & Jacq., Jacquinotia prostrata Hombr. & Jacq., Jacquinotia volubilis Hombr. & Jacq., Prionotes myrsinites (Lam.) Skottsb.",Subarbusto epífito o terrestre,Nativa,"Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-735 m.,Argentina,-,-
Escallonia alpina Poepp. ex DC. var. alpina,http://catalogoplantas.udec.cl/sites/default/files/3501_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3501_1.jpg?itok=JDn9z75n,Escalloniaceae,"Escallonia araucana Phil., Escallonia fonckii Phil., Escallonia fonckii Phil. var. araucana (Phil.) Reiche, Escallonia alpina Poepp. ex DC. var. glaberrima Phil., Escallonia sparsiflora Phil.",Arbusto,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",200-2300 m.,Argentina,-,-
Escallonia alpina Poepp. ex DC. var. carmelitana (Meyen) Acevedo & Kausel,http://catalogoplantas.udec.cl/sites/default/files/3502_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3502_1.jpg?itok=3EAz5T9u,Escalloniaceae,"Escallonia carmelitana Meyen, Escallonia flavescens C. Presl",Arbusto,Nativa,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Magallanes (MAG)",0-3000 m.,Argentina,-,-
Escallonia alpina Poepp. ex DC. var. glabrata (Phil.) Sleumer,http://catalogoplantas.udec.cl/sites/default/files/3503_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3503_1.jpg?itok=4vTniaGB,Escalloniaceae,Escallonia glabrata Phil.,Arbusto,Endémica,"Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",600-2000 m.,-,-,-
Escallonia angustifolia C. Presl,http://catalogoplantas.udec.cl/sites/default/files/3504_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3504_1.jpg?itok=ak4tpIdO,Escalloniaceae,"Escallonia coquimbensis J. Remy, Escallonia angustifolia C. Presl var. coquimbensis (J. Remy) Acevedo & Kausel, Escallonia coquimbensis J. Remy var. salicifolia Reiche",Arbusto o árbol pequeño,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Atacama (ATA), Coquimbo (COQ), Maule (MAU)",0-3300 m.,Argentina y Perú,"Ñipa, q'ero",-
Escallonia callcottiae Hook. & Arn.,http://catalogoplantas.udec.cl/sites/default/files/3505_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3505_1.jpg?itok=vdgCX2qj,Escalloniaceae,"Escallonia callcottiae Hook. & Arn. var. fernandeziana (Phil.) Engl., Escallonia rubricaulis Colla, Escallonia fernandeziana Phil.",Arbusto o árbol pequeño,Endémica,Juan Fernández (JFE),0-800 m.,-,-,-
Escallonia florida Poepp. ex DC.,http://catalogoplantas.udec.cl/sites/default/files/3506_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3506_1.jpg?itok=aKo0zfEo,Escalloniaceae,"",Arbusto,Endémica,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",500-2000 m.,-,Sauco cimarrón,-
Escallonia gayana Acevedo & Kausel,http://catalogoplantas.udec.cl/sites/default/files/3507_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3507_1.jpg?itok=y-1Ro9ZY,Escalloniaceae,"",Arbusto,Endémica,"Biobío (BIO), Araucanía (ARA), Los Lagos (LLA)",0-400 m.,-,-,-
Escallonia illinita C. Presl var. illinita,http://catalogoplantas.udec.cl/sites/default/files/3508_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3508_1.jpg?itok=lHhUJ8fS,Escalloniaceae,"Escallonia glandulosa Lodd. non Sm., Escallonia rubra Bertero non Ruiz & Pav., Escallonia grahamiana Hook. & Arn., Escallonia viscosa Forbes",Arbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",0-3000 m.,-,"Corontillo, ñipa, barraco, siete camisas",-
Escallonia illinita C. Presl var. pubicalycina Briq.,http://catalogoplantas.udec.cl/sites/default/files/3509_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3509_1.jpg?itok=WiJszLi-,Escalloniaceae,"Escallonia illinita C. Presl var. stenopetala (Kunze) Acevedo & Kausel, Escallonia stenopetala Kunze, Escallonia illinita C. Presl var. beta Hook. & Arn.",Arbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",100-3000 m.,-,-,-
Escallonia leucantha J. Remy,http://catalogoplantas.udec.cl/sites/default/files/3510_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3510_1.jpg?itok=vglKFpor,Escalloniaceae,"Escallonia bellidifolia Phil., Escallonia pycnantha Briq., Escallonia modesta Briq.",Arbusto,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-1500 m.,Argentina,"Luncillo, siete camisas",-
Escallonia myrtoidea Bertero ex DC.,http://catalogoplantas.udec.cl/sites/default/files/3511_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3511_1.jpg?itok=MDhkDuER,Escalloniaceae,"Escallonia arguta C. Presl, Escallonia reflexa Gillies, Escallonia andina Phil., Escallonia illinita C. Presl var. andina (Phil.) Reiche, Escallonia claudii Killip, Escallonia microcarpa Gillies ex Hook. & Arn., nom. nud.",Arbusto o árbol pequeño,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",100-3000 m.,Argentina,Luncalun,-
Escallonia pulverulenta (Ruiz & Pav.) Pers. var. glabra Engl.,http://catalogoplantas.udec.cl/sites/default/files/3512_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3512_1.jpg?itok=94wkcaOs,Escalloniaceae,"Escallonia resinosa auct. non Ruiz & Pav., Escallonia berteriana DC., Escallonia resiniflua Walp., Escallonia pulverulenta (Ruiz & Pav.) Pers. var. berteriana (DC.) Pamp., Escallonia pulverulenta (Ruiz & Pav.) Pers. var. resiniflua (Walp.) Pamp.",Arbusto o árbol pequeño,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",0-1300 m.,-,"Corontillo, mardoño",-
Escallonia pulverulenta (Ruiz & Pav.) Pers. var. pulverulenta,http://catalogoplantas.udec.cl/sites/default/files/3513_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3513_1.jpg?itok=v06O6JdB,Escalloniaceae,"Stereoxylon pulverulentum Ruiz & Pav., Escallonia spinulosa Kunth ex Engl., nom. nud.",Arbusto o árbol pequeño,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA)",0-2000 m.,-,"Corontillo, mardoño",-
Escallonia revoluta (Ruiz & Pav.) Pers.,http://catalogoplantas.udec.cl/sites/default/files/3514_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3514_1.jpg?itok=KIGtSZ-O,Escalloniaceae,"Stereoxylon revolutum Ruiz & Pav., Escallonia thyrsoidea Bertero, nom. nud., Escallonia hirsuta C. Presl, Escallonia affinis Rupr. ex A. Gray, nom. nud.",Árbol,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",0-1800 m.,-,"Lun, siete camisas",-
Escallonia rosea Griseb.,http://catalogoplantas.udec.cl/sites/default/files/3515_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3515_1.jpg?itok=KMvef5BA,Escalloniaceae,"Escallonia pterocladon Hook., Escallonia rupestris Phil., Escallonia chonotica Phil., Escallonia montana Phil., Escallonia longidens Phil., Escallonia rosea Griseb. var. rupestris (Phil.) Reiche",Arbusto,Nativa,"Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1500 m.,Argentina,"Siete camisas, siete camisas colorado",-
Escallonia rubra (Ruiz & Pav.) Pers. var. dumetorum (Phil.) Acevedo & Kausel,http://catalogoplantas.udec.cl/sites/default/files/3516_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3516_1.jpg?itok=s1OG8KC0,Escalloniaceae,"Escallonia berberifolia auct. non (Humb. & Bonpl.) Kunth, Escallonia dumetorum Phil.",Arbusto,Nativa,"Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA)",0-1300 m.,Argentina,-,-
Escallonia rubra (Ruiz & Pav.) Pers. var. glutinosa (Phil.) Reiche,http://catalogoplantas.udec.cl/sites/default/files/3517_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3517_1.jpg?itok=9utfIoip,Escalloniaceae,Escallonia glutinosa Phil.,Arbusto,Endémica,"O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",100-2100 m.,-,-,-
Escallonia rubra (Ruiz & Pav.) Pers. var. macrantha (Hook. & Arn.) Reiche,http://catalogoplantas.udec.cl/sites/default/files/3518_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3518_1.jpg?itok=QHDx6zBZ,Escalloniaceae,Escallonia macrantha Hook. & Arn.,Arbusto,Endémica,"Ñuble (NUB), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS)",0-1000 m.,-,-,-
Escallonia rubra (Ruiz & Pav.) Pers. var. rubra,http://catalogoplantas.udec.cl/sites/default/files/3519_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3519_1.jpg?itok=JdIK8pqT,Escalloniaceae,"Stereoxylon rubrum Ruiz & Pav., Escallonia poeppigiana DC., Escallonia poeppigiana DC. var. longifolia DC., Escallonia punctata DC., Escallonia duplicato-serrata J. Remy, Escallonia littoralis Phil., Escallonia littoralis Phil. var. concinna (Phil.) Reiche, Escallonia concinna Phil., Escallonia macrantha Hook. & Arn. var. duplicato-serrata (J. Remy) Engl., Escallonia rubra (Ruiz & Pav.) Pers. var. punctata (DC.) Hook.f., Escallonia rahmeri Phil., Escallonia rubra (Ruiz & Pav.) Pers. var. glabriuscula Hook. & Arn., Escallonia rubra (Ruiz & Pav.) Pers. var. uniflora Poepp. & Endl., Escallonia rubra (Ruiz & Pav.) Pers. var. multiflora Poepp. & Endl., Escallonia commutata Regel",Arbusto,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-2300 m.,Argentina,"Ñipa, siete camisas colorado, möki, müki",-
Escallonia rubra (Ruiz & Pav.) Pers. var. thalassica Kausel,http://catalogoplantas.udec.cl/sites/default/files/3520_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3520_1.jpg?itok=Bdq36yW_,Escalloniaceae,"",Arbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), Maule (MAU)",0-400 m.,-,-,-
Escallonia serrata Sm.,http://catalogoplantas.udec.cl/sites/default/files/3521_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3521_1.jpg?itok=3npoY4yy,Escalloniaceae,"Celastrus venustus Banks & Sol. ex Hook.f., Stereoxylon serratum (Sm.) Poir.",Arbusto,Nativa,"Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-400 m.,Argentina,-,-
Escallonia virgata (Ruiz & Pav.) Pers.,http://catalogoplantas.udec.cl/sites/default/files/3522_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3522_1.jpg?itok=8j88m6s3,Escalloniaceae,"Stereoxylon virgatum Ruiz & Pav., Escallonia stricta J. Remy, Escallonia patagonica Gand., Escallonia virgata (Ruiz & Pav.) Pers. var. philippiana Engl., Escallonia virgata (Ruiz & Pav.) Pers. var. pavoniana Pamp., Escallonia philippiana (Engl.) Mast., Escallonia stenophylla Phil., Escallonia angustifolia Phil.",Arbusto,Nativa,"Metropolitana (RME), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-3000 m.,Argentina,"Mata negra, meki",-
Tribeles australis Phil.,http://catalogoplantas.udec.cl/sites/default/files/3523_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3523_1.jpg?itok=4O7u0A3t,Escalloniaceae,"Chalepoa magellanica Hook.f., Tribeles philippii Macloskie",Subarbusto,Nativa,"Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1000 m.,Argentina,-,-
Valdivia gayana J. Remy,http://catalogoplantas.udec.cl/sites/default/files/3524_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3524_1.jpg?itok=X9ECZ90f,Escalloniaceae,"Valdivia gayana Remy var. hollermayeri Gunckel, Valdivia gayana Remy var. robusta Gunckel",Subarbusto,Endémica,Los Ríos (LRI),0-300 m.,-,-,-
Adenopeltis serrata (W.T. Aiton) I.M. Johnst.,http://catalogoplantas.udec.cl/sites/default/files/3525_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3525_1.jpg?itok=23bLoz6R,Euphorbiaceae,"Excoecaria marginata (Baill.) Griseb., Adenopeltis colliguaya Bertero ex A. Juss., Excoecaria serrata W.T. Aiton, Excoecaria colliguaya (Bertero ex A. Juss.) Baill., Stillingia glandulosa Dombey ex Baill.",Arbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",5-900 m.,-,"Colliguay macho, lechón",-
Avellanita bustillosii Phil.,http://catalogoplantas.udec.cl/sites/default/files/3526_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3526_1.jpg?itok=stwSGxdz,Euphorbiaceae,"",Arbusto,Endémica,"Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO)",300-800 m.,-,Avellanita,-
Chiropetalum berterianum Schltdl. var. berterianum,http://catalogoplantas.udec.cl/sites/default/files/3527_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3527_1.jpg?itok=hiWcU2OD,Euphorbiaceae,"Argythamnia berteriana (Schltdl.) Müll. Arg., Chiropetalum berterianum Schltdl. fma. macrantha Skottsb.",Subarbusto,Endémica,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Araucanía (ARA)",200-1800 m.,-,-,-
Chiropetalum berterianum Schltdl. var. psiladenium Skottsb.,http://catalogoplantas.udec.cl/sites/default/files/3528_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3528_1.jpg?itok=NHkVN5fA,Euphorbiaceae,Argythamnia berteriana (Schltdl.) Müll. Arg. var. psiladenia (Skottsb.) J.W. Ingram,Subarbusto,Endémica,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL)",600 m.,-,-,-
Chiropetalum canescens Phil.,http://catalogoplantas.udec.cl/sites/default/files/3529_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3529_1.jpg?itok=XV8fJ0iE,Euphorbiaceae,"Argythamnia canescens (Phil.) F. Phil., Argythamnia sponiella Müll. Arg., Chiropetalum gigouxii Espinosa, Chiropetalum sponiella (Müll. Arg.) Pax",Subarbusto,Endémica,"Antofagasta (ANT), Atacama (ATA)",0-200 m.,-,-,-
Chiropetalum cremnophilum I.M. Johnst.,http://catalogoplantas.udec.cl/sites/default/files/3530_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3530_1.jpg?itok=UtJNQq6a,Euphorbiaceae,Argythamnia cremnophila (I.M. Johnst.) J.W. Ingram,Subarbusto,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ)",200 m.,-,-,-
Chiropetalum tricuspidatum (Lam.) A. Juss.,http://catalogoplantas.udec.cl/sites/default/files/3531_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3531_1.jpg?itok=k4IFign1,Euphorbiaceae,"Croton tricuspidatus Lam., Argythamnia tricuspidata (Lam.) Müll. Arg. var. lanceolata (Cav.) Müll. Arg., Chiropetalum lanceolatum (Cav.) A. Juss., Croton lanceolatum Cav., Chiropetalum tricuspidatum (Lam.) A. Juss. var. lanceolatum (Cav.) Pax & K. Hoffm., Chiropetalum ovatum Phil., Argythamnia tricuspidata (Lam.) Müll. Arg.",Subarbusto,Nativa,"Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI)",0-1500 m.,Argentina,Ventosilla,-
Colliguaja dombeyana A. Juss.,http://catalogoplantas.udec.cl/sites/default/files/3532_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3532_1.jpg?itok=jWn4y9OC,Euphorbiaceae,"",Arbusto,Endémica,"Coquimbo (COQ), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Biobío (BIO)",0-2700 m.,-,Colliguay,-
Colliguaja integerrima Gillies & Hook.,http://catalogoplantas.udec.cl/sites/default/files/3533_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3533_1.jpg?itok=UWWERD-3,Euphorbiaceae,"",Arbusto,Nativa,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Ñuble (NUB), Aysén (AIS), Magallanes (MAG)",500-1500 m.,Argentina,Colliguay,-
Colliguaja odorifera Molina,http://catalogoplantas.udec.cl/sites/default/files/3534_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3534_1.jpg?itok=z6WzjXK4,Euphorbiaceae,"Colliguaja triquetra Gillies & Hook., Colliguaja obtusa Regel, Croton colliguay Molina",Arbusto,Endémica,"Antofagasta (ANT), Atacama (ATA), Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",0-1300 m.,-,Colliguay,-
Colliguaja salicifolia Gillies & Hook.,http://catalogoplantas.udec.cl/sites/default/files/3535_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3535_1.jpg?itok=BYHMtc4K,Euphorbiaceae,"Colliguaja dombeyana Gay, nom. illeg.",Arbusto,Endémica,"Coquimbo (COQ), Valparaíso (VAL), Metropolitana (RME), O'Higgins (LBO), Maule (MAU), Biobío (BIO)",200-1800 m.,-,Colliguay,-
Croton chilensis Müll. Arg.,http://catalogoplantas.udec.cl/sites/default/files/3536_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3536_1.jpg?itok=4r7RXfnI,Euphorbiaceae,"",Arbusto,Endémica,Antofagasta (ANT),300-800 m.,-,Higuerilla,-
Croton setiger Hook.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/3537.png?itok=ydxrnaC3,Euphorbiaceae,"",Hierba anual,Introducida,"Valparaíso (VAL), Metropolitana (RME), Maule (MAU), Biobío (BIO)",-,-,-,-
Dysopsis glechomoides (A. Rich.) Müll. Arg.,http://catalogoplantas.udec.cl/sites/default/files/3538_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3538_1.jpg?itok=EN3Qm-Td,Euphorbiaceae,"Hydrocotyle glechomoides A. Rich., Dysopsis gayana Baill., Dysopsis glechomoides (A. Rich.) Müll. Arg. var. genuina Müll. Arg., Molina chilensis Gay",Hierba perenne,Nativa,"Coquimbo (COQ), Biobío (BIO), Araucanía (ARA), Los Ríos (LRI), Los Lagos (LLA), Aysén (AIS), Magallanes (MAG)",0-1300 m.,Argentina y Bolivia,-,-
Dysopsis hirsuta (Müll. Arg.) Skottsb.,http://catalogoplantas.udec.cl/sites/default/files/3539_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3539_1.jpg?itok=Q1EnqNH-,Euphorbiaceae,Dysopsis glechomoides (A. Rich.) Müll. Arg. var. hirsuta Müll. Arg.,Hierba perenne,Endémica,Juan Fernández (JFE),200-740 m.,-,-,-
Euphorbia amandi Oudejans,http://catalogoplantas.udec.cl/sites/default/files/3540_1.jpg,http://catalogoplantas.udec.cl/sites/default/files/styles/medium/public/3540_1.jpg?itok=1sBD96ac,Euphorbiaceae,"Euphorbia ovalifolia (Klotzsch & Garcke) Boiss. var. dentata R.E. Fr., Euphorbia minuta Phil., hom. illeg.",Hierba anual,Nativa,"Arica y Parinacota (AYP), Tarapacá (TAR), Antofagasta (ANT)",1500-4000 m.,Argentina,J'alpa,-
Euphorbia araucana Phil.,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/3541.png?itok=--YyCWi8,Euphorbiaceae,"",Hierba perenne,Endémica,Araucanía (ARA),-,-,-,-
Euphorbia besseri (Klotzsch & Garcke) Boiss.,-,-,Euphorbiaceae,Anisophyllum besseri Klotzsch & Garcke,Hierba perenne,Endémica,"",-,-,-,Distribución desconocida
Euphorbia collina Phil. var. andina (Phil.) Subils,-,http://catalogoplantas.udec.cl/sites/default/files/styles/large/public/3543.png?itok=Jmk_jY2A,Euphorbiaceae,"Euphorbia andina Phil., Euphorbia dasyclada Dusén, Euphorbia portulacoides L. var. andensis Croizat",Hierba perenne,Nativa,"Maule (MAU), Araucanía (ARA), Magallanes (MAG)",500-1000 m.,Argentina,-,-
